,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
588,4150.0,4,4.0,Unfurnished,Safdarjung Enclave,3.0,82500000,Ready_to_move,New_Property,Builder_Floor,14818.0
658,2700.0,4,3.0,Furnished,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",1.0,27500000,Ready_to_move,Resale,Apartment,10700.0
852,710.0,2,2.0,Unfurnished,Mahavir Enclave,1.0,2900000,Ready_to_move,Resale,Apartment,4922.0
315,558.0,2,1.0,Unfurnished,"Rohtash Nagar, Shahdara",1.0,2900000,Ready_to_move,New_Property,Builder_Floor,6526.0
655,1500.0,3,2.0,Furnished,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",1.0,16200000,Ready_to_move,Resale,Apartment,10700.0
608,900.0,2,3.0,Semi-Furnished,Paschim Vihar,1.0,8500000,Ready_to_move,Resale,Apartment,14722.0
1166,1300.0,3,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",1.0,18500000,Ready_to_move,Resale,Apartment,11538.0
632,1900.0,3,3.0,Furnished,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",1.0,25000000,Ready_to_move,Resale,Apartment,
54,1150.0,3,3.0,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",2.0,24000000,Ready_to_move,New_Property,Builder_Floor,22000.0
693,968.751,2,2.0,Semi-Furnished,"Aravali Apartments, Alaknanda",2.0,15000000,Ready_to_move,Resale,Apartment,
589,2250.0,4,5.0,Semi-Furnished,Safdarjung Enclave,2.0,55000000,Ready_to_move,New_Property,Builder_Floor,14818.0
1131,900.0,2,2.0,Semi-Furnished,"Bhagwan Das Nagar, Punjabi Bagh",1.0,15000000,Ready_to_move,Resale,Builder_Floor,16667.0
975,1100.0,2,2.0,Semi-Furnished,"Samrat Apartment, Vasundhara Enclave",1.0,9500000,Ready_to_move,Resale,Apartment,
1140,980.0,2,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",2.0,13800000,Ready_to_move,Resale,Apartment,
716,1300.0,3,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",1.0,18500000,Ready_to_move,Resale,Apartment,11538.0
47,900.0,2,2.0,Semi-Furnished,"Amar Colony, Lajpat Nagar",2.0,13000000,Ready_to_move,New_Property,Builder_Floor,14444.0
828,540.0,1,1.0,Unfurnished,Mehrauli,1.0,1700000,Ready_to_move,Resale,Builder_Floor,3148.0
495,5025.0,5,6.0,Unfurnished,Greater Kailash 2,4.0,170000000,Almost_ready,New_Property,Builder_Floor,22222.0
713,450.0,1,1.0,Semi-Furnished,Alaknanda,1.0,3000000,Ready_to_move,Resale,Builder_Floor,12500.0
724,950.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2.0,12900000,Ready_to_move,Resale,Apartment,
899,750.0,2,2.0,Unfurnished,Malviya Nagar,,13000000,Almost_ready,New_Property,Builder_Floor,
278,900.0,2,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,20000000,Ready_to_move,Resale,Builder_Floor,11111.0
867,820.0,3,2.0,Semi-Furnished,Mahavir Enclave,1.0,5200000,Ready_to_move,Resale,Builder_Floor,42222.0
366,900.0,3,2.0,Semi-Furnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor,7778.0
1196,1200.0,2,2.0,Unfurnished,"Deshbandhu Apartments, Kalkaji",1.0,16000000,Ready_to_move,Resale,Apartment,18000.0
279,3690.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,79000000,Almost_ready,New_Property,Builder_Floor,21409.0
477,3500.0,4,4.0,Semi-Furnished,Vasant Kunj,5.0,22500000,Ready_to_move,New_Property,Builder_Floor,14358.0
1142,1800.0,3,3.0,Semi-Furnished,"Gangotri Enclave, Alaknanda",2.0,22500000,Ready_to_move,Resale,Apartment,
834,405.0,1,1.0,Unfurnished,Mehrauli,1.0,1200000,Ready_to_move,Resale,Builder_Floor,2963.0
667,2100.0,3,4.0,Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,34300000,Ready_to_move,Resale,Apartment,16333.0
1206,2050.0,3,3.0,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",2.0,71000000,Ready_to_move,New_Property,Builder_Floor,30000.0
944,370.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",2.0,2400000,Ready_to_move,Resale,Builder_Floor,6486.0
206,800.0,3,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5500000,Ready_to_move,New_Property,Builder_Floor,6714.0
230,1200.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.0,15500000,Ready_to_move,Resale,Apartment,24718.0
79,1600.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka",1.0,15600000,Ready_to_move,Resale,Apartment,3524.0
190,680.0,2,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,4400000,Ready_to_move,New_Property,Apartment,6471.0
9,1300.0,4,4.0,Semi-Furnished,Rohini Sector 22,1.0,15000000,Ready_to_move,New_Property,Builder_Floor,6154.0
881,350.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",39.0,1600000,Ready_to_move,Resale,Apartment,4571.0
937,1000.0,3,2.0,Furnished,"DDA Flats Block A, Dilshad Garden",1.0,9200000,Ready_to_move,Resale,Apartment,9200.0
145,900.0,2,2.0,Unfurnished,Lajpat Nagar 2,1.0,10300000,Ready_to_move,New_Property,Builder_Floor,7000.0
866,360.0,2,1.0,Semi-Furnished,"Vijay Enclave, Mahavir Enclave",1.0,2200000,Ready_to_move,New_Property,Apartment,42222.0
440,140.0,3,2.0,Unfurnished,"Punjabi Basti, Patel Nagar",1.0,12000000,Ready_to_move,New_Property,Builder_Floor,85714.0
318,1350.0,4,3.0,Semi-Furnished,"Mansarowar Park, Shahdara",1.0,11300000,Ready_to_move,New_Property,Builder_Floor,6526.0
312,990.0,2,2.0,Semi-Furnished,Shahdara,2.0,4100000,Ready_to_move,Resale,Builder_Floor,6526.0
255,8150.0,4,5.0,Unfurnished,"Maharani Bagh, New Friends Colony",4.0,170000000,Ready_to_move,New_Property,Builder_Floor,15459.0
668,2022.0,3,3.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Akshardham Temple",2.0,38000000,Ready_to_move,Resale,Apartment,18793.0
1258,11050.0,3,3.0,Unfurnished,Chittaranjan Park,1.0,18500000,Ready_to_move,New_Property,Builder_Floor,12916.0
1190,1050.0,2,2.0,Unfurnished,Kalkaji Extention,1.0,9000000,Ready_to_move,Resale,Apartment,10000.0
457,2000.0,3,3.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1.0,31000000,Ready_to_move,Resale,Apartment,15500.0
1180,720.0,2,2.0,Unfurnished,"Govindpuri Extension, Kalkaji",2.0,4700000,Ready_to_move,Resale,Builder_Floor,
144,750.0,2,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,16500000,Ready_to_move,New_Property,Builder_Floor,7000.0
801,1500.0,3,3.0,Semi-Furnished,Chhattarpur,1.0,7000000,Ready_to_move,New_Property,Builder_Floor,4138.0
61,850.0,2,1.0,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",2.0,1900000,Ready_to_move,New_Property,Apartment,2235.0
131,1800.0,3,3.0,Semi-Furnished,Lajpat Nagar 2,2.0,35000000,Almost_ready,New_Property,Builder_Floor,18507.0
252,2100.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,56000000,Ready_to_move,New_Property,Builder_Floor,15459.0
330,750.0,1,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6400000,Ready_to_move,Resale,Builder_Floor,
1088,600.0,3,2.0,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1.0,8000000,Ready_to_move,Resale,Builder_Floor,10556.0
215,2400.0,4,4.0,Semi-Furnished,"Find Homes, Greater Kailash 2",1.0,70000000,Ready_to_move,New_Property,Apartment,2235.0
568,2475.0,4,4.0,Semi-Furnished,Saket,1.0,31000000,Ready_to_move,Resale,Builder_Floor,12500.0
1036,1206.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,20000000,Ready_to_move,Resale,Builder_Floor,16584.0
80,1400.0,3,2.0,Unfurnished,"Indraprastha Apartment, Dwarka Sector 12",1.0,11400000,Ready_to_move,Resale,Apartment,3524.0
817,450.0,1,1.0,Unfurnished,Mehrauli,1.0,1700000,Ready_to_move,New_Property,Builder_Floor,3294.0
1144,1250.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,20000000,Ready_to_move,New_Property,Apartment,
486,1350.0,3,2.0,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.0,5130000,Ready_to_move,New_Property,Apartment,3800.0
760,540.0,1,1.0,Unfurnished,Sultanpur Extension,1.0,2350000,Ready_to_move,Resale,Apartment,3714.0
708,1320.0,3,2.0,Unfurnished,Alaknanda,2.0,15600000,Ready_to_move,Resale,Apartment,12500.0
241,1800.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,65000000,Ready_to_move,New_Property,Builder_Floor,120000.0
154,900.0,3,2.0,Semi-Furnished,Budh Vihar,1.0,4000000,Ready_to_move,Resale,Builder_Floor,4444.0
741,1150.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2.0,13100000,Ready_to_move,Resale,Apartment,
948,500.0,2,1.0,Furnished,Dilshad Garden,1.0,5800000,Ready_to_move,Resale,Apartment,12000.0
261,2800.0,6,4.0,Semi-Furnished,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2.0,29500000,Ready_to_move,Resale,Apartment,15459.0
1032,1280.0,3,3.0,Furnished,Karol Bagh,2.0,15000000,Ready_to_move,Resale,Builder_Floor,14092.0
127,1575.0,3,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,25500000,Ready_to_move,New_Property,Builder_Floor,9259.0
1023,530.0,4,1.0,Semi-Furnished,"Dev Nagar, Karol Bagh",1.0,6800000,Ready_to_move,Resale,Apartment,14776.0
827,855.0,2,2.0,Semi-Furnished,Mehrauli,1.0,4000000,Ready_to_move,Resale,Builder_Floor,4678.0
526,900.0,4,1.0,Furnished,"Shastri Park, Shahdara",1.0,15000000,Ready_to_move,Resale,Apartment,6667.0
403,1000.0,3,2.0,Semi-Furnished,Uttam Nagar,1.0,6200000,Ready_to_move,New_Property,Builder_Floor,6111.0
150,900.0,2,1.0,Furnished,Budh Vihar,1.0,11000000,Ready_to_move,Resale,Apartment,
661,1500.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,3.0,35500000,Ready_to_move,Resale,Apartment,20558.0
413,550.0,2,1.0,Semi-Furnished,Uttam Nagar West,1.0,2000000,Ready_to_move,New_Property,Builder_Floor,5794.0
662,2105.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,42100000,Ready_to_move,Resale,Apartment,20558.0
731,1000.0,2,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",2.0,13000000,Ready_to_move,Resale,Apartment,
1242,945.0,2,1.0,Unfurnished,Chittaranjan Park,5.0,6500000,Ready_to_move,Resale,Apartment,6878.0
629,1600.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka",1.0,15600000,Ready_to_move,Resale,Apartment,
686,2126.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,39000000,Ready_to_move,Resale,Apartment,18344.0
1191,1000.0,2,2.0,Semi-Furnished,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",1.0,18000000,Ready_to_move,Resale,Builder_Floor,18000.0
352,324.0,6,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,8700000,Ready_to_move,Resale,Builder_Floor,35714.0
95,1710.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,30000000,Ready_to_move,Resale,Builder_Floor,
37,810.0,2,2.0,Semi-Furnished,"Dayanand Colony, Lajpat Nagar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 810 sqft status Ready to Move floor 1 out of 5 floors transaction Resale balcony 1 Contact Now Enquire Now Auction By Bank",1.0,8910000,Ready_to_move,Resale,Builder_Floor,
485,2400.0,4,4.0,Semi-Furnished,"Find Homes, Greater Kailash 2",1.0,70000000,Ready_to_move,New_Property,Apartment,2235.0
143,1350.0,3,3.0,Semi-Furnished,Lajpat Nagar 2,1.0,25000000,Ready_to_move,New_Property,Builder_Floor,7000.0
541,2100.0,4,3.0,Furnished,Saket,1.0,25500000,Ready_to_move,Resale,Apartment,14074.0
158,270.0,2,1.0,Semi-Furnished,Budh Vihar Phase 1,1.0,1400000,Ready_to_move,Resale,Apartment,5185.0
728,1350.0,3,3.0,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2.0,14000000,Ready_to_move,Resale,Apartment,
869,378.0,1,2.0,Unfurnished,"Narela Sector A1 carpet area 42 sqyrd status Ready to Move floor Ground out of 5 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Open bathroom 2 balcony 2 ownership Freehold Near bawana industrial area and j.j. colony. DDA Housing property LIG FLAT very nice property for single family 200 hundreds family already living IN THIS SOCIETY and very piece full atmosphere this society 24 hour guards all facility available read more Contact Owner View Phone No. Share Feedback Owner Vivek Gupta",2.0,1500000,Ready_to_move,Resale,Apartment,
787,675.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,2800000,Ready_to_move,New_Property,Builder_Floor,
236,1600.0,3,3.0,Semi-Furnished,Greater Kailash 1,1.0,30000000,Ready_to_move,New_Property,Builder_Floor,18750.0
222,2700.0,4,3.0,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1.0,60000000,Ready_to_move,New_Property,Builder_Floor,22222.0
1102,1800.0,4,3.0,Furnished,"Panchsheel Vihar, Sheikh Sarai",2.0,5500000,Ready_to_move,New_Property,Builder_Floor,65714.0
649,1600.0,4,2.0,Furnished,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",1.0,19500000,Ready_to_move,Resale,Apartment,
1205,2066.0,4,4.0,Unfurnished,Hauz Khas,2.0,60000000,Almost_ready,New_Property,Builder_Floor,30000.0
1204,2000.0,3,3.0,Unfurnished,"Sarva Priya Apartment, Hauz Khas",2.0,37500000,Ready_to_move,Resale,Apartment,30000.0
62,1350.0,3,2.0,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.0,5130000,Ready_to_move,New_Property,Apartment,3800.0
193,1500.0,3,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,12000000,Ready_to_move,New_Property,Apartment,8000.0
235,1550.0,4,3.0,Semi-Furnished,Rohini Sector 24,1.0,13000000,Ready_to_move,New_Property,Builder_Floor,30556.0
181,750.0,2,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5000000,Ready_to_move,New_Property,Apartment,6667.0
1203,1800.0,4,4.0,Semi-Furnished,Hauz Khas,2.0,80000000,Ready_to_move,New_Property,Builder_Floor,30000.0
521,2210.0,4,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,41000000,Ready_to_move,Resale,Builder_Floor,6667.0
1145,1800.0,3,3.0,Furnished,"Aravali Apartments, Alaknanda",2.0,20000000,Ready_to_move,New_Property,Apartment,
592,600.0,2,2.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1.0,4700000,Ready_to_move,Resale,Builder_Floor,14818.0
548,900.0,3,2.0,Semi-Furnished,"Press Enclave Society, Saket",1.0,24000000,Ready_to_move,Resale,Apartment,28846.0
382,600.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7000000,Ready_to_move,Resale,Builder_Floor,11667.0
1062,1590.0,3,2.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,25000000,Ready_to_move,New_Property,Apartment,8889.0
1163,450.0,1,1.0,Semi-Furnished,Alaknanda,1.0,3000000,Ready_to_move,Resale,Builder_Floor,12500.0
331,540.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",1.0,2700000,Ready_to_move,New_Property,Apartment,5000.0
262,2550.0,4,4.0,Unfurnished,New Friends Colony,1.0,60000000,Ready_to_move,Resale,Builder_Floor,23529.0
6,1350.0,4,3.0,Semi-Furnished,Rohini Sector 24,1.0,10000000,Ready_to_move,Resale,Builder_Floor,6667.0
266,2700.0,4,4.0,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2.0,52500000,Ready_to_move,New_Property,Builder_Floor,23529.0
38,1350.0,3,4.0,Unfurnished,Lajpat Nagar,1.0,25000000,Ready_to_move,Resale,Apartment,
1219,2800.0,4,5.0,Semi-Furnished,Hauz Khas,3.0,70000000,Ready_to_move,New_Property,Builder_Floor,25000.0
545,2050.0,4,4.0,Semi-Furnished,Saket,1.0,47500000,Ready_to_move,New_Property,Builder_Floor,28846.0
118,1700.0,3,3.0,Unfurnished,Lajpat Nagar 3,1.0,28000000,Ready_to_move,Resale,Builder_Floor,15556.0
619,378.0,1,1.0,Unfurnished,"Paschimpuri, Paschim Vihar",1.0,3200000,Ready_to_move,Resale,Apartment,13889.0
105,1400.0,3,3.0,Unfurnished,Lajpat Nagar 3,1.0,24500000,Ready_to_move,Resale,Builder_Floor,183333.0
911,700.0,2,2.0,Semi-Furnished,Malviya Nagar,1.0,9000000,Ready_to_move,Resale,Apartment,14888.0
484,850.0,2,1.0,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1.0,1900000,Ready_to_move,New_Property,Apartment,2235.0
831,500.0,1,2.0,Semi-Furnished,Mehrauli,1.0,2100000,Ready_to_move,Resale,Apartment,4200.0
20,850.0,2,2.0,Semi-Furnished,"Mayur Apartment, Rohini Sector 9",1.0,11000000,Ready_to_move,Resale,Apartment,6154.0
242,6000.0,5,5.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",9.0,220000000,Ready_to_move,New_Property,Builder_Floor,120000.0
50,2925.0,4,4.0,Unfurnished,Lajpat Nagar 3,2.0,57500000,Ready_to_move,New_Property,Builder_Floor,22000.0
162,729.0,3,4.0,Furnished,Budh Vihar,1.0,2600000,Ready_to_move,Resale,Builder_Floor,3567.0
1031,1500.0,3,3.0,Unfurnished,"DDA Mig Flat, Prasad Nagar, Karol Bagh",2.0,16000000,Ready_to_move,Resale,Apartment,14092.0
652,1200.0,2,2.0,Semi-Furnished,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",1.0,13000000,Ready_to_move,Resale,Apartment,
929,450.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",,3300000,Ready_to_move,Resale,Apartment,
301,1350.0,4,3.0,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2.0,9500000,Ready_to_move,Resale,Apartment,
172,2170.0,4,4.0,Unfurnished,Rohini Sector 23,2.0,22000000,Ready_to_move,New_Property,Builder_Floor,5255.0
947,350.0,1,1.0,Unfurnished,"DDA Pocket E, Dilshad Garden",1.0,4200000,Ready_to_move,Resale,Apartment,12000.0
1087,1250.0,3,3.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1.0,5800000,Ready_to_move,New_Property,Builder_Floor,10556.0
1246,1800.0,4,4.0,Semi-Furnished,Chittaranjan Park,2.0,40000000,Ready_to_move,New_Property,Builder_Floor,6878.0
1146,1400.0,3,2.0,Semi-Furnished,"Shivalik Apartments, Alaknanda",2.0,26000000,Ready_to_move,Resale,Builder_Floor,
839,800.0,3,2.0,Semi-Furnished,Mahavir Enclave,1.0,4400000,Ready_to_move,New_Property,Builder_Floor,
210,750.0,2,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,5000000,Ready_to_move,New_Property,Apartment,6667.0
344,2475.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,70000000,Ready_to_move,Resale,Builder_Floor,28283.0
306,440.0,2,2.0,Unfurnished,Shahdara,1.0,2700000,Ready_to_move,Resale,Apartment,6526.0
217,540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.0,3000000,Ready_to_move,New_Property,Apartment,5000.0
1233,1700.0,3,3.0,Semi-Furnished,Chittaranjan Park,2.0,47500000,Ready_to_move,New_Property,Builder_Floor,20938.0
289,2150.0,4,4.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,45000000,Ready_to_move,New_Property,Builder_Floor,20930.0
378,800.0,3,2.0,Semi-Furnished,"Lalita Park, Laxmi Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor,32000.0
167,666.0,1,2.0,Furnished,Budh Vihar Phase 1,1.0,3500000,Ready_to_move,Resale,Builder_Floor,5255.0
421,70.0,2,3.0,Furnished,"Patel Nagar South, Patel Nagar",1.0,8200000,Ready_to_move,New_Property,Builder_Floor,23840.0
836,173.0,2,2.0,Unfurnished,Mehrauli,1.0,3500000,Ready_to_move,Resale,Builder_Floor,3667.0
12,630.0,2,2.0,Semi-Furnished,Rohini Sector 24,1.0,5500000,Ready_to_move,New_Property,Builder_Floor,6154.0
522,760.0,3,2.0,Furnished,Geeta Colony,1.0,6000000,Ready_to_move,Resale,Builder_Floor,6667.0
68,1700.0,3,2.0,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1.0,17200000,Ready_to_move,Resale,Apartment,3524.0
90,900.0,1,1.0,Semi-Furnished,Lajpat Nagar 3,,8900000,Ready_to_move,Resale,Builder_Floor,
380,1000.0,3,3.0,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1.0,12500000,Ready_to_move,Resale,Builder_Floor,5666.0
372,550.0,2,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2.0,3600000,Ready_to_move,New_Property,Builder_Floor,32000.0
258,2070.0,3,3.0,Semi-Furnished,"Friends Colony East, New Friends Colony",2.0,37500000,Ready_to_move,New_Property,Builder_Floor,15459.0
304,1000.0,3,2.0,Furnished,"Rohitash Nagar East, Shahdara",1.0,5650000,Ready_to_move,Resale,Builder_Floor,
1123,1440.0,3,3.0,Unfurnished,"Punjabi Bagh Extension, Punjabi Bagh",2.0,24500000,Ready_to_move,Resale,Builder_Floor,11905.0
410,550.0,2,2.0,Semi-Furnished,Uttam Nagar West,1.0,1900000,Ready_to_move,New_Property,Builder_Floor,6584.0
1214,1200.0,2,2.0,Furnished,"Hauz Khas Enclave, Hauz Khas",1.0,27500000,Ready_to_move,Resale,Builder_Floor,18055.0
699,1500.0,3,3.0,Unfurnished,Alaknanda,1.0,26500000,Ready_to_move,New_Property,Apartment,
42,1260.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,21000000,Ready_to_move,Resale,Builder_Floor,
208,720.0,3,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.0,6500000,Ready_to_move,New_Property,Builder_Floor,6714.0
1107,1100.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,13500000,Ready_to_move,Resale,Apartment,12272.0
695,1800.0,3,3.0,Furnished,"Aravali Apartments, Alaknanda",2.0,20000000,Ready_to_move,New_Property,Apartment,
1113,1640.0,3,3.0,Unfurnished,Punjabi Bagh West,1.0,12000000,Ready_to_move,Resale,Apartment,
596,4200.0,4,5.0,Semi-Furnished,Safdarjung Enclave,3.0,74000000,Ready_to_move,New_Property,Builder_Floor,14818.0
912,2316.0,3,4.0,Furnished,"Geetanjali Enclave, Malviya Nagar",1.0,100000000,Ready_to_move,Resale,Builder_Floor,14888.0
515,65.0,3,2.0,Semi-Furnished,"Shanti Mohalla, Shahdara",,35000000,Ready_to_move,New_Property,Apartment,7143.0
285,2177.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,51000000,Ready_to_move,New_Property,Builder_Floor,20833.0
943,460.0,2,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",2.0,3300000,Ready_to_move,Resale,Builder_Floor,8640.0
71,1900.0,4,4.0,Semi-Furnished,"Mohinder Apartments, Dwarka Sector 12",1.0,30000000,Ready_to_move,Resale,Apartment,3524.0
561,1700.0,3,3.0,Semi-Furnished,Saket,2.0,30000000,Ready_to_move,Resale,Builder_Floor,17647.0
179,1030.0,3,2.0,Furnished,Rohini Sector 20,1.0,6200000,Ready_to_move,New_Property,Builder_Floor,5255.0
682,1455.0,2,2.0,Semi-Furnished,Commonwealth Games Village 2010,2.0,27500000,Ready_to_move,Resale,Apartment,18900.0
1174,405.0,1,1.0,Unfurnished,"DDA LIG Flat, Kalkaji",1.0,5600000,Ready_to_move,Resale,Builder_Floor,
493,1500.0,3,2.0,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.0,17400000,Ready_to_move,Resale,Apartment,22222.0
116,1450.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,45000000,Ready_to_move,New_Property,Builder_Floor,16176.0
293,1000.0,2,2.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,15000000,Ready_to_move,Resale,Builder_Floor,20930.0
76,1620.0,3,2.0,Semi-Furnished,"Crescent Apartments, Dwarka Sector 18",1.0,14900000,Ready_to_move,Resale,Apartment,3524.0
48,1000.0,3,3.0,Semi-Furnished,"Vikram Vihar, Lajpat Nagar",1.0,22000000,Ready_to_move,New_Property,Builder_Floor,22000.0
1040,468.0,2,2.0,Unfurnished,Karol Bagh,1.0,4100000,Ready_to_move,Resale,Builder_Floor,8761.0
746,1150.0,2,2.0,Unfurnished,Sarita Vihar Pocket B,1.0,13500000,Ready_to_move,Resale,Apartment,15384.0
332,747.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,6500000,Ready_to_move,Resale,Builder_Floor,8701.0
